Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_445_5761_5910_375_-_13761_1_._Vector_pLVX.TRE3_0944 ,,,,,,,both,HXB2,80.95238095,OQ092467,80.95238095,1
SYN_45_4419_4568_346_-_12419_1_._0045 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_405_2818_2967_367_+_10818_1_.__0901 ,,,,,,,both,Bru,98,MK114636,100,1.020408163
SYN_371_2052_2201_367_+_10052_1_.__0869 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_16_5596_5745_418_+_13596_1_._0017 ,,,,,,,both,YU-2,72.78911565,OM203601,100,1.373831776
SYN_197_944_1093_432_-_8944_1_0195 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_482_2591_2740_390_+_10591_1_.__0478 ,,,,,,,both,Bru,96.66666667,MK114636,99.33333333,1.027586207
SYN_260_7861_8010_292_-_15861_1_.__0258 ,,,,,,,both,NY5,88,OM203601,99.33333333,1.128787879
SYN_179_664_813_398_-_8664_1_0179 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_104_7645_7794_399_+_15645_1_.__0600 ,,,,,,,both,Bru,92,MK114636,100,1.086956522
SYN_123_4127_4276_363_+_12127_1_.__0621 ,,,,,,,both,Bru,99.33333333,OM203601,100,1.006711409
SYN_498_7813_7962_391_+_15813_1_.__0994 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_451_8255_8404_334_+_16255_1_._HXB2$Huma_0948 ,,,,,,,both,HXB2,100,ON816965,97.33333333,0.973333333
SYN_257_4925_5074_408_-_12925_1_.__0753 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_1_4427_4576_337_+_12427_1_._HXB2$Hu_0002 ,,,,,,,both,HXB2,99.33333333,KU678125,98,0.986577181
SYN_329_5749_5898_439_+_13749_1_._HXB2$Huma_0327 ,,,,,,,both,HXB2,99.33333333,OQ092463,94,0.946308725
SYN_223_262_411_384_-_8262__0221 ,,,,,,,both,Bru,97.14285714,MK114636,99.33333333,1.02254902
SYN_358_1963_2112_287_+_9963_1_.__0356 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_80_5873_6022_368_+_13873_1_._0080 ,,,,,,,both,Bru,82.99319728,OM203601,100,1.204918033
SYN_51_7752_7901_339_+_15752_1_._HXB2$Hum_0051 ,,,,,,,both,Bru,100,OQ092463,98,0.98
SYN_270_7538_7687_424_-_15538_1_._HXB2$Huma_0767 ,,,,,,,both,HXB2,100,OR496826,94.66666667,0.946666667
SYN_89_261_410_340_-_8261_1_._HXB2_0586 ,,,,,,,both,HXB2,99.33333333,KX505739,96,0.966442953
SYN_381_2977_3126_335_+_10977_1_.__0379 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_234_7550_7699_435_-_15550_1_.__0234 ,,,,,,,both,YU-2,92.66666667,ON816670,100,1.079136691
SYN_441_5051_5200_395_-_13051_1_._Vector_pLVX.TRE3_0940 ,,,,,,,both,Bru,91.94630872,OQ092463,90.60402685,0.98540146
SYN_300_5777_5926_379_-_13777_1_.__0299 ,,,,,,,both,YU-2,100,ON816670,100,1
SYN_293_2015_2164_331_+_10015_1_.__0291 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_429_8565_8714_381_+_16565_1_.__0927 ,,,,,,,both,Bru,88.66666667,OM203601,100,1.127819549
SYN_170_4445_4594_469_-_12445_1_.__0668 ,,,,,,,both,YU-2,88.66666667,OM203601,100,1.127819549
SYN_362_8055_8204_403_+_16055_1_.__0858 ,,,,,,,both,Bru,71.09375,ON816670,100,1.406593407
SYN_256_3496_3645_400_+_11496_1_.__0752 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_315_7609_7758_448_+_15609_1_._HXB2$Huma_0812 ,,,,,,,both,HXB2,100,OR496826,97.33333333,0.973333333
SYN_112_7863_8012_427_+_15863_1_.__0608 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_285_2477_2626_371_+_10477_1_.__0283 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_182_1223_1372_399_+_9223_1_._Vector_pLVX.TRE_0681 ,,,,,,,both,NL4-3,100,KX505739,99.33333333,0.993333333
SYN_94_3858_4007_368_-_11858_1_._0590 ,,,,,,,both,YU-2,91.33333333,MK114636,100,1.094890511
SYN_403_328_477_432_-_8328__0899 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_142_8248_8397_322_-_16248_1_.__0638 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_482_7594_7743_390_-_15594_1_.__0980 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_462_4310_4459_364_-_12310_1_.__0458 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_288_5766_5915_334_+_13766_1_.__0287 ,,,,,,,both,YU-2,78.62068966,ON816670,100,1.271929825
SYN_345_7018_7167_341_+_15018_1_.__0843 ,,,,,,,both,YU-2,96,OM203601,99.33333333,1.034722222
SYN_80_2930_3079_368_+_10930_1_._0080 ,,,,,,,both,YU-2,93.33333333,ON816670,100,1.071428571
SYN_22_785_934_310_+_8785_1_0023 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_40_4086_4235_321_-_12086_1_._0040 ,,,,,,,both,NL4-3,93.33333333,OM203601,100,1.071428571
SYN_237_4919_5068_334_-_12919_1_.__0733 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_194_6913_7062_348_+_14913_1_._HXB2$Huma_0193 ,,,,,,,both,HXB2,100,MK115138,84.02777778,0.840277778
SYN_188_2744_2893_420_-_10744_1_.__0187 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_132_1356_1505_365_+_9356_1_._0628 ,,,,,,,both,NL4-3,94,ON816670,100,1.063829787
SYN_454_8208_8357_370_+_16208_1_.__0450 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_340_8604_8753_358_-_16604_1_._HXB2$Huma_0337 ,,,,,,,both,HXB2,100,MW754632,94.66666667,0.946666667
SYN_425_3729_3878_435_+_11729_1_.__0921 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_79_7585_7734_411_+_15585_1_._0079 ,,,,,,,both,Bru,90.66666667,OM203601,100,1.102941176
SYN_253_353_502_408_-_8353_1_._HXB2$_0750 ,,,,,,,both,HXB2,100,OM208834,98.66666667,0.986666667
SYN_70_6868_7017_419_-_14868_1_._HXB2$Hum_0070 ,,,,,,,both,HXB2,100,OR496826,86.39455782,0.863945578
SYN_145_4910_5059_411_+_12910_1_.__0643 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_449_5688_5837_351_-_13688_1_.__0447 ,,,,,,,both,NY5,93.93939394,OM203601,100,1.064516129
SYN_139_7811_7960_312_-_15811_1_.__0138 ,,,,,,,both,NY5,93.33333333,MK114636,100,1.071428571
SYN_17_8969_9118_431_-_16969_1_._HXB2$Hum_0514 ,,,,,,,both,HXB2,100,OP700950,97.33333333,0.973333333
SYN_86_5412_5561_358_-_13412_1_._Vector_pLVX.TRE_0087 ,,,,,,,both,Bru,98.66666667,MK115343,95.33333333,0.966216216
SYN_432_2122_2271_423_+_10122_1_.__0428 ,,,,,,,both,Bru,92.66666667,MK114636,100,1.079136691
SYN_452_6508_6657_374_+_14508_1_.__0948 ,,,,,,,both,YU-2,93.67088608,ON816670,100,1.067567568
SYN_471_3343_3492_405_+_11343_1_.__0967 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_368_7740_7889_395_+_15740_1_.__0864 ,,,,,,,both,YU-2,91.33333333,ON816670,99.33333333,1.087591241
SYN_22_7756_7905_310_-_15756_1_._HXB2$Hum_0519 ,,,,,,,both,HXB2,99.33333333,ON015228,97.33333333,0.979865772
SYN_281_613_762_309_+_8613_1_._HXB2$H_0778 ,,,,,,,both,HXB2,100,MK499378,98,0.98
SYN_26_2131_2280_378_-_10131_1_._Vector_pLVX.TR_0027 ,,,,,,,both,Bru,80,MW753604,76,0.95
SYN_399_8631_8780_323_+_16631_1_.__0895 ,,,,,,,both,NY5,91.33333333,MK114636,100,1.094890511
SYN_310_8358_8507_356_+_16358_1_._HXB2$Huma_0807 ,,,,,,,both,HXB2,100,MK115482,94.66666667,0.946666667
SYN_12_4478_4627_310_+_12478_1_._HXB2$Hum_0013 ,,,,,,,both,HXB2,100,MK169545,100,1
SYN_81_8121_8270_400_+_16121_1_._0579 ,,,,,,,both,NL4-3,90,OM203601,100,1.111111111
SYN_177_6639_6788_435_-_14639_1_.__0175 ,,,,,,,both,HXB2,90.66666667,MK114636,100,1.102941176
SYN_196_5399_5548_384_+_13399_1_.__0196 ,,,,,,,both,Bru,95.33333333,ON816670,99.33333333,1.041958042
SYN_394_4054_4203_433_-_12054_1_.__0391 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_209_3601_3750_351_-_11601_1_.__0209 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_464_917_1066_391_-_8917_1_0960 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_76_5107_5256_374_+_13107_1_._HXB2$Hum_0573 ,,,,,,,both,Bru,100,MW754632,96,0.96
SYN_83_7591_7740_416_+_15591_1_._0083 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_280_5881_6030_354_-_13881_1_.__0776 ,,,,,,,both,YU-2,60.16260163,ON816670,100,1.662162162
SYN_424_8810_8959_368_+_16810_1_.__0920 ,,,,,,,both,HXB2,66.93548387,MK114636,100,1.493975904
SYN_272_324_473_379_-_8324__0270 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_101_227_376_370_-_8227_0597 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_345_3383_3532_341_+_11383_1_._HXB2$Huma_0342 ,,,,,,,both,HXB2,100,MW262776,99.33333333,0.993333333
SYN_389_4888_5037_422_-_12888_1_.__0887 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_367_2091_2240_328_-_10091_1_._0364 ,,,,,,,both,Bru,100,MK114636,100,1
SYN_104_6283_6432_399_-_14283_1_._HXB2$Huma_0601 ,,,,,,,both,HXB2,100,KX505396,97.33333333,0.973333333
SYN_295_2157_2306_343_+_10157_1_._HXB2$Huma_0293 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_88_6849_6998_363_-_14849_1_._0088 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_199_7984_8133_395_-_15984_1_.__0695 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
SYN_234_7885_8034_435_+_15885_1_.__0730 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_16_9559_9708_418_-_17559_1_._HXB2$Hum_0513 ,,,,,,,both,HXB2,100,OQ092467,100,1
SYN_56_7651_7800_345_-_15651_1_._HXB2$Hum_0553 ,,,,,,,both,Bru,99.33333333,KX505739,98.66666667,0.993288591
SYN_114_4618_4767_438_-_12618_1_.__0114 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_377_7387_7536_362_-_15387_1_._HXB2$Huma_0874 ,,,,,,,both,HXB2,100,OR737141,88.66666667,0.886666667
SYN_171_5589_5738_402_-_13589_1_.__0169 ,,,,,,,both,YU-2,87.33333333,MK114636,100,1.145038168
SYN_296_2537_2686_310_+_10537_1_.__0294 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_1_6282_6431_337_+_14282_1__0002 ,,,,,,,both,YU-2,88.31168831,MK114636,99.33333333,1.124803922
SYN_177_7979_8128_435_+_15979_1_._HXB2$Huma_0176 ,,,,,,,both,HXB2,100,ON816965,96.66666667,0.966666667
SYN_360_841_990_366_-_8841_1_._HXB2$H_0357 ,,,,,,,both,HXB2,100,MK499378,98.66666667,0.986666667
SYN_35_5322_5471_392_-_13322_1_._Vector_pLVX.TRE_0534 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_127_5064_5213_410_+_13064_1_._Vector_pLVX.TRE3_0626 ,,,,,,,both,Bru,97.98657718,KU678025,97.31543624,0.993150685
SYN_295_3628_3777_343_+_11628_1_.__0293 ,,,,,,,both,YU-2,92.66666667,MK114636,100,1.079136691
SYN_433_6945_7094_381_-_14945_1_.__0429 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_32_8294_8443_329_+_16294_1_._0528 ,,,,,,,both,Bru,92,MK114636,100,1.086956522
SYN_105_4234_4383_344_+_12234_1_.__0601 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_317_4805_4954_362_-_12805_1_.__0315 ,,,,,,,both,YU-2,97.33333333,OM203601,100,1.02739726
SYN_461_4972_5121_352_+_12972_1_.__0457 ,,,,,,,both,YU-2,96.66666667,ON816670,100,1.034482759
SYN_36_3020_3169_416_+_11020_1_._0036 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_48_551_700_397_+_8551__0048 ,,,,,,,both,NL4-3,98.66666667,MK114636,100,1.013513514
SYN_179_2063_2212_398_+_10063_1_.__0177 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_190_4672_4821_410_-_12672_1_.__0189 ,,,,,,,both,Bru,88.66666667,OM203601,100,1.127819549
SYN_362_5203_5352_403_-_13203_1_.__0860 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_134_8718_8867_376_-_16718_1_._HXB2$Huma_0133 ,,,,,,,both,Bru,100,OR496826,98.66666667,0.986666667
SYN_0_6879_7028_377_-_14879_1__0001 ,,,,,,,both,Bru,80.53691275,OM203601,99.33333333,1.233388889
SYN_252_7356_7505_396_-_15356_1_.__0750 ,,,,,,,both,NL4-3,87.33333333,OM203601,100,1.145038168
SYN_71_1453_1602_294_-_9453_1__0567 ,,,,,,,both,NL4-3,94,ON816670,100,1.063829787
SYN_143_4422_4571_361_-_12422_1_.__0639 ,,,,,,,both,Bru,94,ON816670,100,1.063829787
SYN_357_1285_1434_312_-_9285_1_._0853 ,,,,,,,both,YU-2,94,MK114636,100,1.063829787
SYN_70_1898_2047_419_-_9898_1__0566 ,,,,,,,both,Bru,98.66666667,ON816670,100,1.013513514
SYN_151_769_918_363_-_8769_1_0647 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_461_3646_3795_352_+_11646_1_.__0957 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_360_5047_5196_366_+_13047_1_.__0858 ,,,,,,,both,YU-2,92,OM203601,100,1.086956522
SYN_335_5207_5356_398_+_13207_1_.__0333 ,,,,,,,both,HXB2,100,OM203601,100,1
SYN_286_5989_6138_385_-_13989_1_.__0784 ,,,,,,,both,NY5,70.54794521,OM203601,100,1.417475728
SYN_108_3244_3393_371_-_11244_1_.__0604 ,,,,,,,both,NL4-3,95.28301887,MK114636,100,1.04950495
SYN_438_5439_5588_394_+_13439_1_._HXB2$Huma_0935 ,,,,,,,both,Bru,100,OR496826,98.66666667,0.986666667
SYN_305_3001_3150_365_-_11001_1_._HXB2$Huma_0303 ,,,,,,,both,Bru,100,MZ662667,99.33333333,0.993333333
SYN_210_4508_4657_332_-_12508_1_.__0209 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_220_7837_7986_408_-_15837_1_.__0716 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_353_5512_5661_390_-_13512_1_._Vector_pLVX.TRE3_0852 ,,,,,,,both,Bru,99.33333333,OQ948538,97.33333333,0.979865772
SYN_64_8547_8696_422_+_16547_1_._0064 ,,,,,,,both,NL4-3,98,OM203601,100,1.020408163
SYN_211_5086_5235_397_+_13086_1_.__0209 ,,,,,,,both,YU-2,87.33333333,MK114636,100,1.145038168
SYN_85_629_778_322_-_8629__0581 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_29_7690_7839_395_-_15690_1_._0029 ,,,,,,,both,Bru,91.33333333,OM203601,100,1.094890511
SYN_474_4501_4650_343_+_12501_1_._HXB2$Huma_0971 ,,,,,,,both,HXB2,100,OM208257,94,0.94
SYN_410_8558_8707_421_-_16558_1_.__0407 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_354_7822_7971_328_-_15822_1_.__0352 ,,,,,,,both,NY5,93.33333333,OM203601,100,1.071428571
SYN_302_2329_2478_420_+_10329_1_.__0300 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_282_4609_4758_286_+_12609_1_.__0778 ,,,,,,,both,NL4-3,92.66666667,ON816670,100,1.079136691
SYN_306_2274_2423_457_+_10274_1_._HXB2$Huma_0304 ,,,,,,,both,HXB2,100,MK114636,99.33333333,0.993333333
SYN_436_1475_1624_406_+_9475_1_._0432 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_331_7311_7460_421_+_15311_1_.__0829 ,,,,,,,both,Bru,89.33333333,OM203601,100,1.119402985
SYN_144_8275_8424_353_-_16275_1_.__0143 ,,,,,,,both,Bru,86.66666667,MK114636,99.33333333,1.146153846
SYN_320_8480_8629_390_-_16480_1_._HXB2$Huma_0318 ,,,,,,,both,HXB2,100,KX505739,96.66666667,0.966666667
SYN_353_3663_3812_390_-_11663_1_.__0351 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_299_6500_6649_408_-_14500_1_._HXB2$Huma_0297 ,,,,,,,both,HXB2,100,OQ092467,90,0.9
SYN_439_4809_4958_354_-_12809_1_._HXB2$Huma_0436 ,,,,,,,both,HXB2,100,MW062426,98,0.98
SYN_168_2784_2933_344_+_10784_1_._HXB2$Huma_0167 ,,,,,,,both,Bru,100,MZ662740,100,1
SYN_193_608_757_369_-_8608_1_0192 ,,,,,,,both,Bru,89.33333333,OM203601,100,1.119402985
SYN_382_552_701_407_-_8552_1_0880 ,,,,,,,both,NL4-3,97.33333333,OM203601,100,1.02739726
SYN_259_1459_1608_381_-_9459_1_._HXB2$Hum_0257 ,,,,,,,both,Bru,100,OM208257,99.33333333,0.993333333
SYN_106_5813_5962_378_-_13813_1_._HXB2$Huma_0105 ,,,,,,,both,Bru,100,MT745568,98,0.98
SYN_385_5194_5343_317_-_13194_1_._HXB2$Huma_0882 ,,,,,,,both,HXB2,100,MZ662667,98.65771812,0.986577181
SYN_224_2038_2187_422_+_10038_1_.__0223 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_198_7171_7320_401_-_15171_1_.__0197 ,,,,,,,both,HXB2,90.27777778,OM203601,100,1.107692308
SYN_281_7987_8136_309_+_15987_1_.__0279 ,,,,,,,both,NL4-3,92.38095238,OM203601,100,1.082474227
SYN_85_2748_2897_322_+_10748_1_._0085 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_157_8252_8401_407_+_16252_1_.__0157 ,,,,,,,both,NY5,91.33333333,ON816670,99.33333333,1.087591241
SYN_205_2992_3141_347_-_10992_1_.__0203 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_481_4141_4290_388_-_12141_1_._HXB2$Huma_0478 ,,,,,,,both,HXB2,100,MW753604,98,0.98
SYN_466_5740_5889_393_-_13740_1_.__0962 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_447_5417_5566_388_-_13417_1_._HXB2$Huma_0444 ,,,,,,,both,HXB2,99.33333333,MZ662667,98,0.986577181
SYN_211_4143_4292_397_+_12143_1_.__0707 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_494_7978_8127_347_-_15978_1_.__0492 ,,,,,,,both,NY5,88.66666667,OM203601,100,1.127819549
SYN_73_6776_6925_312_+_14776_1_._HXB2$Hum_0073 ,,,,,,,both,HXB2,100,MK499378,97.33333333,0.973333333
SYN_158_5067_5216_349_+_13067_1_.__0158 ,,,,,,,both,HXB2,92,ON816670,99.33333333,1.079710145
SYN_181_876_1025_404_+_8876_1_._Vector_pLVX.TRE_0182 ,,,,,,,both,Bru,89.26174497,OR496826,89.93288591,1.007518797
SYN_8_3416_3565_391_-_11416_1__0009 ,,,,,,,both,YU-2,94,OM203601,100,1.063829787
SYN_2_6222_6371_408_-_14222_1__0498 ,,,,,,,both,HXB2,93.33333333,ON816670,100,1.071428571
SYN_84_5658_5807_397_-_13658_1_._HXB2$Hum_0084 ,,,,,,,both,HXB2,100,MH897920,96,0.96
SYN_450_4288_4437_359_+_12288_1_.__0946 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_118_211_360_400_+_8211_1_0118 ,,,,,,,both,NL4-3,97.33333333,ON816670,100,1.02739726
SYN_384_4539_4688_396_-_12539_1_.__0882 ,,,,,,,both,YU-2,96,OM203601,100,1.041666667
SYN_181_8760_8909_404_+_16760_1_.__0677 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_343_3119_3268_325_+_11119_1_.__0839 ,,,,,,,both,YU-2,92.66666667,ON816670,100,1.079136691
SYN_77_5787_5936_345_-_13787_1_._HXB2$Hum_0077 ,,,,,,,both,Bru,100,OR496826,97.33333333,0.973333333
SYN_371_1621_1770_367_+_9621_1_._0368 ,,,,,,,both,Bru,98.66666667,MK114636,100,1.013513514
SYN_250_4870_5019_430_-_12870_1_.__0248 ,,,,,,,both,NL4-3,95.33333333,MK114636,100,1.048951049
SYN_323_468_617_392_-_8468_1_._Vector_pLVX.T_0322 ,,,,,,,both,HXB2,99.33333333,OQ948538,96.66666667,0.973154362
SYN_52_8462_8611_415_-_16462_1_._0548 ,,,,,,,both,NY5,95.08196721,MK114636,100,1.051724138
SYN_54_2250_2399_358_-_10250_1_._0550 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_289_1610_1759_382_-_9610_1_._0288 ,,,,,,,both,NL4-3,94,ON816670,100,1.063829787
SYN_407_8075_8224_405_+_16075_1_.__0403 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_278_2509_2658_379_-_10509_1_.__0776 ,,,,,,,both,YU-2,96,OM203601,99.33333333,1.034722222
SYN_339_7648_7797_351_+_15648_1_.__0336 ,,,,,,,both,Bru,91.33333333,MK114636,99.33333333,1.087591241
SYN_353_5512_5661_390_-_13512_1_._Vector_pLVX.TRE3_0352 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_157_7678_7827_407_-_15678_1_._HXB2$Huma_0654 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_147_456_605_384_-_8456_1_0643 ,,,,,,,both,Bru,87.23404255,MK114636,100,1.146341463
SYN_240_3523_3672_427_-_11523_1_.__0238 ,,,,,,,both,NL4-3,95.37037037,MK114636,100,1.048543689
SYN_462_1890_2039_364_-_9890_1_._Vector_pLVX.TRE_0961 ,,,,,,,both,Bru,86,MK115482,82.66666667,0.96124031
SYN_123_7274_7423_363_+_15274_1_.__0619 ,,,,,,,both,YU-2,91.33333333,ON816670,100,1.094890511
SYN_156_3372_3521_311_+_11372_1_.__0156 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_463_967_1116_341_+_8967_1_._HXB2$Hum_0960 ,,,,,,,both,Bru,100,MK169545,97.33333333,0.973333333
SYN_434_3288_3437_406_-_11288_1_.__0430 ,,,,,,,both,NL4-3,96,ON816670,100,1.041666667
SYN_138_8078_8227_361_-_16078_1_.__0137 ,,,,,,,both,Bru,92,MK114636,100,1.086956522
SYN_395_3008_3157_406_+_11008_1_._HXB2$Huma_0392 ,,,,,,,both,HXB2,100,MZ662667,98,0.98
SYN_455_8220_8369_332_-_16220_1_.__0451 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
SYN_110_1897_2046_350_+_9897_1_._HXB2$Huma_0109 ,,,,,,,both,HXB2,100,OM205931,96.66666667,0.966666667
SYN_117_7798_7947_304_+_15798_1_.__0615 ,,,,,,,both,NY5,90,OM203601,100,1.111111111
SYN_257_4564_4713_408_-_12564_1_.__0255 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_131_46_195_333_+_8046_1_._HXB2$H_0130 ,,,,,,,both,HXB2,100,MW881697,95.33333333,0.953333333
SYN_118_3673_3822_400_-_11673_1_.__0616 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_441_6532_6681_395_+_14532_1_.__0937 ,,,,,,,both,Bru,89.74358974,MK114636,100,1.114285714
SYN_182_5725_5874_399_+_13725_1_.__0180 ,,,,,,,both,YU-2,73.28767123,MK114636,100,1.364485981
SYN_153_8564_8713_382_-_16564_1_.__0651 ,,,,,,,both,Bru,87.33333333,OM203601,99.33333333,1.13740458
SYN_178_5554_5703_345_-_13554_1_._Vector_pLVX.TRE3_0179 ,,,,,,,both,HXB2,99.33333333,OQ092463,95.33333333,0.959731544
SYN_341_2148_2297_467_+_10148_1_.__0837 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_434_6435_6584_406_+_14435_1_._HXB2$Huma_0931 ,,,,,,,both,Bru,100,OM208257,98.66666667,0.986666667
SYN_16_293_442_418_+_8293_1_._Vector_pLVX._0515 ,,,,,,,both,HXB2,99.33333333,KX505739,96.66666667,0.973154362
SYN_89_7077_7226_340_+_15077_1_._0585 ,,,,,,,both,YU-2,94,ON816670,99.33333333,1.056737589
SYN_274_7_156_300_+_8007_1_0272 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_373_8296_8445_342_+_16296_1_.__0869 ,,,,,,,both,Bru,92.66666667,MK114636,100,1.079136691
SYN_209_1709_1858_351_-_9709_1_._HXB2$Hum_0208 ,,,,,,,both,Bru,100,MT744335,98,0.98
SYN_417_1451_1600_380_+_9451_1_._0415 ,,,,,,,both,YU-2,97.33333333,OM203601,100,1.02739726
SYN_350_618_767_366_-_8618_1_._Vector_pLVX.T_0349 ,,,,,,,both,HXB2,100,MW754632,99.33333333,0.993333333
SYN_123_8343_8492_363_-_16343_1_.__0122 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_265_695_844_388_-_8695_1_0763 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_202_5089_5238_403_-_13089_1_.__0201 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_147_3406_3555_384_+_11406_1_.__0643 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_87_3983_4132_408_-_11983_1_._0087 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_303_3894_4043_279_-_11894_1_._HXB2$Huma_0800 ,,,,,,,both,HXB2,100,MW753604,98,0.98
SYN_109_2175_2324_473_+_10175_1_.__0108 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_243_7492_7641_383_+_15492_1_._HXB2$Huma_0740 ,,,,,,,both,HXB2,99.33333333,OR496826,93.33333333,0.939597315
SYN_463_508_657_341_-_8508_1_0459 ,,,,,,,both,YU-2,96.66666667,ON816670,100,1.034482759
SYN_178_4151_4300_345_+_12151_1_.__0674 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_149_6238_6387_453_-_14238_1_.__0647 ,,,,,,,both,NY5,91.33333333,OM203601,100,1.094890511
SYN_420_1166_1315_316_-_9166_1_._0416 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_283_4690_4839_366_-_12690_1_.__0281 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
